ID,Predicted Entities
18595,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
18596,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
18597,"['PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O']"
18598,"['PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
18599,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18600,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18601,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
18602,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
18603,"['PROPER_NOUN', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18604,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
18605,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18606,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18607,"['PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
18608,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O']"
18609,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
18610,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18611,"['PROPER_NOUN', 'O', 'O', 'O', 'O']"
18612,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
18613,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'O', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18614,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
18615,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18616,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18617,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18618,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
18619,"['PROPER_NOUN', 'O', 'O', 'O']"
18620,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18621,"['PROPER_NOUN', 'O', 'O', 'O', 'O']"
18622,"['O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN']"
18623,"['PROPER_NOUN', 'O', 'O']"
18624,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
18625,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
18626,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18627,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18628,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O']"
18629,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'O', 'O', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
18630,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
18631,"['PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O']"
18632,"['PROPER_NOUN', 'PROPER_NOUN']"
18633,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
18634,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18635,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18636,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
18637,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18638,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
18639,"['PROPER_NOUN', 'O', 'O', 'O', 'O']"
18640,"['PROPER_NOUN', 'O', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18641,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
18642,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
18643,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18644,"['O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
18645,"['PROPER_NOUN', 'O', 'O', 'O']"
18646,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
18647,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O']"
18648,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
18649,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18650,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
18651,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN']"
18652,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18653,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18654,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
18655,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
18656,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O']"
18657,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
18658,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
18659,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
18660,"['PROPER_NOUN', 'ABBREVIATION', 'O', 'O', 'ABBREVIATION', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
18661,"['PROPER_NOUN', 'O', 'ABBREVIATION']"
18662,"['PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18663,"['PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN']"
18664,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
18665,"['PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18666,"['PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
18667,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18668,"['PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18669,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18670,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18671,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
18672,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
18673,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
18674,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18675,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18676,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
18677,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN']"
18678,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'ABBREVIATION', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
18679,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
18680,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
18681,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN']"
18682,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O']"
18683,"['PROPER_NOUN', 'PROPER_NOUN', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18684,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18685,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
18686,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
18687,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
18688,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18689,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O']"
18690,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
